Title,Old Price,Discounted Price,Discount %,Link,Promo Note
Tip Top Trumpet Frozen Dessert On Cone Chocolate Minis 490mL,9.49,5.99,36.9,https://www.woolworths.co.nz/shop/product-details/tip-top-trumpet-frozen-dessert-on-cone-chocolate-minis,SAVE $3.50
Keri Fruit Drink Apple Blackcurrant 1L,3.99,2.5,37.3,https://www.woolworths.co.nz/shop/product-details/keri-fruit-drink-apple-blackcurrant,
Chobani Flip Yoghurt Single Caramel Slice 140g,3.9,2.99,23.3,https://www.woolworths.co.nz/shop/product-details/chobani-flip-yoghurt-single-caramel-slice,
Delmaine Chickpeas 390g,2.29,1.8,21.4,https://www.woolworths.co.nz/shop/product-details/delmaine-chickpeas,
John West Chunk Style Tuna In Olive Oil Blend 95g,2.5,2,20.0,https://www.woolworths.co.nz/shop/product-details/john-west-chunk-style-tuna-in-olive-oil-blend,
Pringles Chips Original 53g,3.39,1.69,1,https://www.woolworths.co.nz/shop/product-details/pringles-chips-original,
KitKat Kit Kat Milk Chocolate Block 160g,6.49,5.19,20.0,https://www.woolworths.co.nz/shop/product-details/kitkat-kit-kat-milk-chocolate-block,
Leggo's Bolognese Pasta Sauce Red Wine Tomato & Herbs 500g,5.29,3.99,24.6,https://www.woolworths.co.nz/shop/product-details/leggo-s-bolognese-pasta-sauce-red-wine-tomato-herbs,
Continental Sensations Beef Stock Pot 4 x 28g,5.85,5,14.5,https://www.woolworths.co.nz/shop/product-details/continental-sensations-beef-stock-pot,
Artisan Bakehouse Garlic Bread Ciabatta Garlic Butter 450g,7.4,6.3,14.9,https://www.woolworths.co.nz/shop/product-details/artisan-bakehouse-garlic-bread-ciabatta-garlic-butter,SAVE $1.10
Griffin's Biscuits Vanilla Wine 250g,4.19,2.99,28.6,https://www.woolworths.co.nz/shop/product-details/griffin-s-biscuits-vanilla-wine,
Dermaveen Body Wash Extra Gentle Soap Free 500mL,15.99,9.99,37.5,https://www.woolworths.co.nz/shop/product-details/dermaveen-body-wash-extra-gentle-soap-free,SAVE $6.00
Chesdale Cheese Slices Edam 250g,4.99,3.9,21.8,https://www.woolworths.co.nz/shop/product-details/chesdale-cheese-slices-edam,SAVE $1.09
Delmaine Crushed Tomatoes Italian In Juice 400g,2.4,1.8,25.0,https://www.woolworths.co.nz/shop/product-details/delmaine-crushed-tomatoes-italian-in-juice,SAVE $0.60
Sealord Sensations Tuna Lemon Pepper 185g,4.5,3.49,22.4,https://www.woolworths.co.nz/shop/product-details/sealord-sensations-tuna-lemon-pepper,
Chobani yoghurt 140g,3.9,2.99,23.3,https://www.woolworths.co.nz/shop/product-details/chobani-flip-yoghurt-cookie-dough,
FreshLife Pumpkin Seeds 325g,6.9,6.2,10.1,https://www.woolworths.co.nz/shop/product-details/freshlife-pumpkin-seeds,SAVE $0.70
Birds Eye Fish Fillets Beer Battered Hoki 6 Pack,8.99,6.59,26.7,https://www.woolworths.co.nz/shop/product-details/birds-eye-fish-fillets-beer-battered-hoki,
Pic's Really Good Peanut Butter Smooth Unsalted 380g,7.79,3.89,1,https://www.woolworths.co.nz/shop/product-details/pic-s-really-good-peanut-butter-smooth-unsalted,
Mission Corn Chips Cheesy Nachos Gluten Free 230g,4.7,3.69,21.5,https://www.woolworths.co.nz/shop/product-details/mission-corn-chips-cheesy-nachos-gluten-free,SAVE $1.01
Eta Uppercuts Deli Cut Chips Sea Salt 140g,3.79,2.5,34.0,https://www.woolworths.co.nz/shop/product-details/eta-uppercuts-deli-cut-chips-sea-salt,SAVE $1.29
Iddy Biddy Fruit Snack Mixed Berry 160g,4,3.49,12.7,https://www.woolworths.co.nz/shop/product-details/iddy-biddy-fruit-snack-mixed-berry,SAVE $0.51
Romano's Pizza Ham & Pineapple 400g,5,4.4,12.0,https://www.woolworths.co.nz/shop/product-details/romano-s-pizza-ham-pineapple,SAVE $0.60
DYC White Vinegar 750mL,2.89,2.6,10.0,https://www.woolworths.co.nz/shop/product-details/dyc-white-vinegar,SAVE $0.29
Rokeby Protein Smoothie Dutch Chocolate 425mL,5.45,3.99,26.8,https://www.woolworths.co.nz/shop/product-details/rokeby-protein-smoothie-dutch-chocolate,SAVE $1.46
Woolworths Cheese Colby 500g,9.12,8.5,6.8,https://www.woolworths.co.nz/shop/product-details/woolworths-cheese-colby,
Verkerks Lunchbox Salami Sliced Cheese 100g,4.39,4.2,4.3,https://www.woolworths.co.nz/shop/product-details/verkerks-lunchbox-salami-sliced-cheese,SAVE $0.19
Campbell's Real Stock Chicken Stock Liquid 250mL,2.85,2.6,8.8,https://www.woolworths.co.nz/shop/product-details/campbell-s-real-stock-chicken-stock-liquid,SAVE $0.25
Birds Eye Oven Bake Fish Fillets Original Crumb 6 Pack,8.99,6.59,26.7,https://www.woolworths.co.nz/shop/product-details/birds-eye-oven-bake-fish-fillets-original-crumb,
Handy Andy Liquid Cleaner Pine 750mL,6.69,5,25.3,https://www.woolworths.co.nz/shop/product-details/handy-andy-liquid-cleaner-pine,SAVE $1.69
High Mark Crispy Noodles Chicken Flavour 140g,2.19,1.85,15.5,https://www.woolworths.co.nz/shop/product-details/high-mark-crispy-noodles-chicken-flavour,SAVE $0.34
Leader Lasagne Toppa 750g,17.3,15.5,10.4,https://www.woolworths.co.nz/shop/product-details/leader-lasagne-toppa,SAVE $1.80
Whittaker's Chocolate Coconut 250g,8.49,7.49,11.8,https://www.woolworths.co.nz/shop/product-details/whittaker-s-chocolate-coconut,SAVE $1.00
Ajax Spray N Wipe Glass Cleaner Anti Streak Fog & Scratch 500mL,5.49,3.99,27.3,https://www.woolworths.co.nz/shop/product-details/ajax-spray-n-wipe-glass-cleaner-anti-streak-fog-scratch,SAVE $1.50
Tip Top Frozen Dessert Moments Caramel 2L,6.49,5.5,15.3,https://www.woolworths.co.nz/shop/product-details/tip-top-frozen-dessert-moments-caramel,SAVE $0.99
Wattie's Frozen Meal Cheesy Bacon Pasta 250g,6.3,3.59,43.0,https://www.woolworths.co.nz/shop/product-details/wattie-s-frozen-meal-cheesy-bacon-pasta,
Fix & Fogg Peanut Butter Super Crunchy Double Trouble 750g,11.9,10.5,11.8,https://www.woolworths.co.nz/shop/product-details/fix-fogg-peanut-butter-super-crunchy-double-trouble,
Mountain Dew Soft Drink Passionfruit Frenzy 1.5L,4.49,2.99,33.4,https://www.woolworths.co.nz/shop/product-details/mountain-dew-soft-drink-passionfruit-frenzy,SAVE $1.50
Jimbo's Chilled Dog Food Beef & Lamb 800g,10.9,9.8,10.1,https://www.woolworths.co.nz/shop/product-details/jimbo-s-chilled-dog-food-beef-lamb,SAVE $1.10
Hellers Bacon Bits Cooked Strips 200g,6.65,4.5,32.3,https://www.woolworths.co.nz/shop/product-details/hellers-bacon-bits-cooked-strips,SAVE $2.15
Wattie's Pasta Sauce Tomato & Herb 420g,4.2,2.9,31.0,https://www.woolworths.co.nz/shop/product-details/wattie-s-pasta-sauce-tomato-herb,SAVE $1.30
Heartland Chips Chicken 150g,3.09,2.5,19.1,https://www.woolworths.co.nz/shop/product-details/heartland-chips-chicken,SAVE $0.59
Silk Baby Wipes 99.9% Water & Plastic Free 80 Pack,4.5,4,11.1,https://www.woolworths.co.nz/shop/product-details/silk-baby-wipes-99-9-water-plastic-free,SAVE $0.50
Woolworths Basmati Rice Microwave 250g,2.75,2.49,9.5,https://www.woolworths.co.nz/shop/product-details/woolworths-basmati-rice-microwave,
Whittaker's Chocolate Bar Milk 75g,4.19,3.65,12.9,https://www.woolworths.co.nz/shop/product-details/whittaker-s-chocolate-bar-milk,SAVE $0.54
Moccona Instant Coffee Caramel Refill,14.99,12.99,13.3,https://www.woolworths.co.nz/shop/product-details/moccona-instant-coffee-caramel-refill,SAVE $2.00
Maggi Instant Gravy Mix Roast Chicken Gluten Free 24g,1.29,1,22.5,https://www.woolworths.co.nz/shop/product-details/maggi-instant-gravy-mix-roast-chicken-gluten-free,
Beehive Salami Nibbles Mild Bites 150g,5.69,5,12.1,https://www.woolworths.co.nz/shop/product-details/beehive-salami-nibbles-mild-bites,SAVE $0.69
Only Organic Baby Cereal Banana Porridge 120g,4.99,4.5,9.8,https://www.woolworths.co.nz/shop/product-details/only-organic-baby-cereal-banana-porridge,SAVE $0.49
Trolli Sweets Strawberry Clouds 150g,3,2.5,16.7,https://www.woolworths.co.nz/shop/product-details/trolli-sweets-strawberry-clouds,SAVE $0.50
Sparkling Duet Soft Drink Lemon 1.5L,2.49,1.33,46.6,https://www.woolworths.co.nz/shop/product-details/sparkling-duet-soft-drink-lemon,SAVE $1.16
Purina One Mature Adult 7+ Wet Cat Food Chicken 70g,1.89,1.35,28.6,https://www.woolworths.co.nz/shop/product-details/purina-one-mature-adult-7-wet-cat-food-chicken,SAVE $0.54
Tasti Muffin Bakes Cake Bars Choc Fudge 240g,5.79,4.89,15.5,https://www.woolworths.co.nz/shop/product-details/tasti-muffin-bakes-cake-bars-choc-fudge,SAVE $0.90
Pic's Peanut Butter Crunchy No Salt 380g,7.79,3.89,1,https://www.woolworths.co.nz/shop/product-details/pic-s-peanut-butter-crunchy-no-salt,
Chobani Flip Greek Yoghurt Strawberry Shortcake 140g,3.9,2.99,23.3,https://www.woolworths.co.nz/shop/product-details/chobani-flip-greek-yoghurt-strawberry-shortcake,
Chelsea Raw Sugar Crystal 500g,2.4,2.1,12.5,https://www.woolworths.co.nz/shop/product-details/chelsea-raw-sugar-crystal,SAVE $0.30
Sealord Sensations Tuna Smoked Flavour 185g,4.5,3.49,22.4,https://www.woolworths.co.nz/shop/product-details/sealord-sensations-tuna-smoked-flavour,
Harvest Pasta Sauce Mixed Herbs 420g,3,2.6,13.3,https://www.woolworths.co.nz/shop/product-details/harvest-pasta-sauce-mixed-herbs,
Grandpa's Streaky Bacon 800g,20.65,18,12.8,https://www.woolworths.co.nz/shop/product-details/grandpa-s-streaky-bacon,SAVE $2.65
Mainland Butter Unsalted 500g,10.5,9.45,10.0,https://www.woolworths.co.nz/shop/product-details/mainland-butter-unsalted,SAVE $1.05
Peckish Fancies Rice Crackers Caramelised Onion & Balsamic 90g,2.95,2.5,15.3,https://www.woolworths.co.nz/shop/product-details/peckish-fancies-rice-crackers-caramelised-onion-balsamic,SAVE $0.45
Ajax Spray N Wipe Multipurpose Apple & Citrus 500mL,5.29,3.99,24.6,https://www.woolworths.co.nz/shop/product-details/ajax-spray-n-wipe-multipurpose-apple-citrus,SAVE $1.30
Griffin's Snax Crackers Minis Original 125g 5 Pack,4.39,3.5,20.3,https://www.woolworths.co.nz/shop/product-details/griffin-s-snax-crackers-minis-original-125g,
Ecostore Dishwash Liquid Fragrance Free 500mL,4.79,3.5,26.9,https://www.woolworths.co.nz/shop/product-details/ecostore-dishwash-liquid-fragrance-free,SAVE $1.29
Woolworths Fresh NZ Fish Fillets Snapper Tamure 1-3 Piece Tray Min Order 280g,52.4,46.99,10.3,https://www.woolworths.co.nz/shop/product-details/woolworths-fresh-nz-fish-fillets-snapper-tamure-1-3-piece-tray,SAVE $5.41
Pascall Lollies Milkshakes 170g,2.95,1.99,32.5,https://www.woolworths.co.nz/shop/product-details/pascall-lollies-milkshakes,SAVE $0.96
Dettol Multipurpose Surface Spray Antibacterial Crisp Apple 500mL,6.29,3.99,36.6,https://www.woolworths.co.nz/shop/product-details/dettol-multipurpose-surface-spray-antibacterial-crisp-apple,SAVE $2.30
Arnott's Butternut Snap Chocolate Biscuits 200g,4.49,3.99,11.1,https://www.woolworths.co.nz/shop/product-details/arnott-s-butternut-snap-chocolate-biscuits,
Havana Coffee Works Coffee Beans Super Deluxe 200g,11.5,9.49,17.5,https://www.woolworths.co.nz/shop/product-details/havana-coffee-works-coffee-beans-super-deluxe,SAVE $2.01
Coca-Cola Soft Drink 8 Pack,13.99,8.99,35.7,https://www.woolworths.co.nz/shop/product-details/coca-cola-soft-drink,
Cadbury Chocolate Roses 380g,20,15,25.0,https://www.woolworths.co.nz/shop/product-details/cadbury-chocolate-roses,SAVE $5.00
Fortune Thai Jasmine Rice 1kg,3.79,2.99,21.1,https://www.woolworths.co.nz/shop/product-details/fortune-thai-jasmine-rice,SAVE $0.80
Ingham'S Crunchy Fixx Chicken Cajun Boneless 550g,16.5,14.5,12.1,https://www.woolworths.co.nz/shop/product-details/ingham-s-crunchy-fixx-chicken-cajun-boneless,
Fortune Aromatic Basmati Rice 1kg,3.99,2.99,25.1,https://www.woolworths.co.nz/shop/product-details/fortune-aromatic-basmati-rice,
Tongariro Water Natural Still 12x500mL,7.99,7.19,10.0,https://www.woolworths.co.nz/shop/product-details/tongariro-water-natural-still,SAVE $0.80
V Energy Drink Grape Zero Sugar 500ml,4.24,2.49,41.3,https://www.woolworths.co.nz/shop/product-details/v-energy-drink-grape-zero-sugar,SAVE $1.75
San Remo Pasta Trivelle 500g,,3.29,,https://www.woolworths.co.nz/shop/product-details/san-remo-pasta-trivelle,2 for $5.00
Schweppes Drink Mixers Indian Tonic Water 1.5L,4.49,3,33.2,https://www.woolworths.co.nz/shop/product-details/schweppes-drink-mixers-indian-tonic-water,
Nature Valley Crunchy Muesli Bars Oats With Honey 252g,5.99,5,16.5,https://www.woolworths.co.nz/shop/product-details/nature-valley-crunchy-muesli-bars-oats-with-honey,
Hen's Choice Eggs Cage Free Mixed Grade 12 Pack,9.55,7.2,24.6,https://www.woolworths.co.nz/shop/product-details/hen-s-choice-eggs-cage-free-mixed-grade,SAVE $2.35
Cadbury Marvellous Creations Chocolate Bar Jelly Popping Candy 45g,2.29,0.99,1,https://www.woolworths.co.nz/shop/product-details/cadbury-marvellous-creations-chocolate-bar-jelly-popping-candy,
Old El Paso Spice Mix Nacho 35g,3,2.39,20.3,https://www.woolworths.co.nz/shop/product-details/old-el-paso-spice-mix-nacho,SAVE $0.61
Whittaker's Chocolate Sharepack Peanut Slab 180g 12 Pack,8.49,7.49,11.8,https://www.woolworths.co.nz/shop/product-details/whittaker-s-chocolate-sharepack-peanut-slab-180g,SAVE $1.00
Swisspers Cotton Pads Make Up 80 Pack,3.99,3.5,12.3,https://www.woolworths.co.nz/shop/product-details/swisspers-cotton-pads-make-up,SAVE $0.49
Duck Fresh Toilet Discs Limited Edition 6 Pack,6.99,4,42.8,https://www.woolworths.co.nz/shop/product-details/duck-fresh-toilet-discs-limited-edition,SAVE $2.99
Tasti Fruit + Vege Wholefood Balls Strawberry & Beetroot 207g,6.5,4.8,26.2,https://www.woolworths.co.nz/shop/product-details/tasti-fruit-vege-wholefood-balls-strawberry-beetroot,SAVE $1.70
Fancy Feast Wet Cat Food Classic Pate Ocean Whitefish & Tuna 85g,1.85,1.35,27.0,https://www.woolworths.co.nz/shop/product-details/fancy-feast-wet-cat-food-classic-pate-ocean-whitefish-tuna,SAVE $0.50
Leader Snack Bites Broccoli & Cheese 500g,11.99,8.49,29.2,https://www.woolworths.co.nz/shop/product-details/leader-snack-bites-broccoli-cheese,
Sparkling Duet Soft Drink Lime 1.5L,2.49,1.33,46.6,https://www.woolworths.co.nz/shop/product-details/sparkling-duet-soft-drink-lime,SAVE $1.16
Fancy Feast Wet Cat Food Senior 7+ Chicken Pate 85g,1.85,1.35,27.0,https://www.woolworths.co.nz/shop/product-details/fancy-feast-wet-cat-food-senior-7-chicken-pate,SAVE $0.50
Silver Fern Farms Honest Beef & Lamb Burgers With Manuka Smoked Salt 500g,14.99,13.45,10.3,https://www.woolworths.co.nz/shop/product-details/silver-fern-farms-honest-beef-lamb-burgers-with-manuka-smoked-salt,SAVE $1.54
Twinings Tea English Breakfast 100 Pack,14.49,7.49,48.3,https://www.woolworths.co.nz/shop/product-details/twinings-tea-english-breakfast,SAVE $7.00
Woolworths Baguette Sourdough,3.5,3,14.3,https://www.woolworths.co.nz/shop/product-details/woolworths-baguette-sourdough,
Wattie's Frozen Meal Beef Lasagne 250g,6.3,3.59,43.0,https://www.woolworths.co.nz/shop/product-details/wattie-s-frozen-meal-beef-lasagne,
Woolworths Bread Rolls Turkish Lunch 3 Pack,4.5,4,11.1,https://www.woolworths.co.nz/shop/product-details/woolworths-bread-rolls-turkish-lunch,SAVE $0.50
Finish Dishwasher Tablets Ultimate All In 1 Lemon Sparkle 34 Pack,34.99,19.99,42.9,https://www.woolworths.co.nz/shop/product-details/finish-dishwasher-tablets-ultimate-all-in-1-lemon-sparkle,SAVE $15.00
Real Foods Corn Thins Crispbread Cheese Minis 80g,3.39,2,41.0,https://www.woolworths.co.nz/shop/product-details/real-foods-corn-thins-crispbread-cheese-minis,
Moccona Instant Coffee Classic Dark Roast Refill,14.99,12.99,13.3,https://www.woolworths.co.nz/shop/product-details/moccona-instant-coffee-classic-dark-roast-refill,SAVE $2.00
Fantastic 2 Minute Instant Noodles Chicken Multi Pack 425g,3.69,3.3,10.6,https://www.woolworths.co.nz/shop/product-details/fantastic-2-minute-instant-noodles-chicken-multi-pack,SAVE $0.39
Huggies Drynites Boys 8-15 Years 8 Pack,11.99,11,8.3,https://www.woolworths.co.nz/shop/product-details/huggies-drynites-boys-8-15-years,SAVE $0.99
Only Organic Stage 1 Baby Food Apricot Peach & Apple 120g,2.29,1.8,21.4,https://www.woolworths.co.nz/shop/product-details/only-organic-stage-1-baby-food-apricot-peach-apple,SAVE $0.49
Cadbury Dairy Milk Chocolate Block Black Forest Raspberry 330g,9.9,6.49,34.4,https://www.woolworths.co.nz/shop/product-details/cadbury-dairy-milk-chocolate-block-black-forest-raspberry,SAVE $3.41
Whittaker's Chocolate Dark 62% 250g,8.49,7.49,11.8,https://www.woolworths.co.nz/shop/product-details/whittaker-s-chocolate-dark-62,SAVE $1.00
Macro Free Range Skinless Chicken Thigh Cutlets Min Order 550g,22.2,20.1,9.5,https://www.woolworths.co.nz/shop/product-details/macro-free-range-skinless-chicken-thigh-cutlets,SAVE $2.10
Finish Dishwasher Powder Lemon 2kg,19.99,11,45.0,https://www.woolworths.co.nz/shop/product-details/finish-dishwasher-powder-lemon,SAVE $8.99
McCain Cheese & Bacon Pizza Family 500g,8.79,6.39,27.3,https://www.woolworths.co.nz/shop/product-details/mccain-cheese-bacon-pizza-family,
Philadelphia Cream Cheese 250g,5.99,5.3,11.5,https://www.woolworths.co.nz/shop/product-details/philadelphia-cream-cheese,SAVE $0.69
Chesdale Cheese Slices Colby 250g,4.99,3.9,21.8,https://www.woolworths.co.nz/shop/product-details/chesdale-cheese-slices-colby,SAVE $1.09
Rebel Bakehouse Wraps Low Carb Everything 252g,5.99,5.3,11.5,https://www.woolworths.co.nz/shop/product-details/rebel-bakehouse-wraps-low-carb-everything,
Lee Kum Kee Ready Sauce Teriyaki Beef 100g,3.4,2.7,20.6,https://www.woolworths.co.nz/shop/product-details/lee-kum-kee-ready-sauce-teriyaki-beef,SAVE $0.70
"Orchard Press Fruit Drink Apple, Orange & Mango 2L",4.5,4,11.1,https://www.woolworths.co.nz/shop/product-details/orchard-press-fruit-drink-apple-orange-mango,SAVE $0.50
Hubbards Simply Muesli Berry Clusters 425g,7.6,5.99,21.2,https://www.woolworths.co.nz/shop/product-details/hubbards-simply-muesli-berry-clusters,
Vegemite Yeast Spread 280g,7.6,6.8,10.5,https://www.woolworths.co.nz/shop/product-details/vegemite-yeast-spread,SAVE $0.80
Tasti Fruitsies Fruit Sticks Apple & Vanilla 200g,5.79,4.9,15.4,https://www.woolworths.co.nz/shop/product-details/tasti-fruitsies-fruit-sticks-apple-vanilla,
Fancy Feast Classic Pate Wet Cat Food Tender Beef 85g,1.85,1.35,27.0,https://www.woolworths.co.nz/shop/product-details/fancy-feast-classic-pate-wet-cat-food-tender-beef,SAVE $0.50
Coca-Cola Soft Drink Diet Coke 30 Pack,35.99,26.99,25.0,https://www.woolworths.co.nz/shop/product-details/coca-cola-soft-drink-diet-coke,
McCoy Fruit Juice Pineapple 1L,4.19,3,28.4,https://www.woolworths.co.nz/shop/product-details/mccoy-fruit-juice-pineapple,SAVE $1.19
Nestle Cereal Nesquik Breakfast 310g,7.29,5.29,27.4,https://www.woolworths.co.nz/shop/product-details/nestle-cereal-nesquik-breakfast,
Palmolive Naturals Body Wash Moisturising Milk & Honey 1L,11.49,7.99,30.5,https://www.woolworths.co.nz/shop/product-details/palmolive-naturals-body-wash-moisturising-milk-honey,SAVE $3.50
Anchor Protein Plus Yoghurt Single Strawberry 180g,3.75,3,20.0,https://www.woolworths.co.nz/shop/product-details/anchor-protein-plus-yoghurt-single-strawberry,
Friskies Dry Cat Food Meaty Grills 700g,9,7.5,16.7,https://www.woolworths.co.nz/shop/product-details/friskies-dry-cat-food-meaty-grills,SAVE $1.50
Kettle Multipack Chips Sea Salt 110g,4.19,3.5,16.5,https://www.woolworths.co.nz/shop/product-details/kettle-multipack-chips-sea-salt,
Up&Go Liquid Breakfast Strawberry 12 Pack,19.99,17.49,12.5,https://www.woolworths.co.nz/shop/product-details/up-go-liquid-breakfast-strawberry,
Griffin's Coconut Biscuits Krispies 250g,4.19,2.99,28.6,https://www.woolworths.co.nz/shop/product-details/griffin-s-coconut-biscuits-krispies,
Speight's Summit Beer Lager Ultra Low Carb 24x330mL,52.99,44.99,15.1,https://www.woolworths.co.nz/shop/product-details/speight-s-summit-beer-lager-ultra-low-carb,SAVE $8.00
Dairyworks Cheese Slices Colby Jack 200g,6.19,5,19.2,https://www.woolworths.co.nz/shop/product-details/dairyworks-cheese-slices-colby-jack,
Goodness Kitchen Frozen Strawberries Choc Bites 200g,8.79,7.9,10.1,https://www.woolworths.co.nz/shop/product-details/goodness-kitchen-frozen-strawberries-choc-bites,SAVE $0.89
Tip Top Trumpet Ice Cream On Cone Chocolate 440ml 4 Pack,9.49,5.99,36.9,https://www.woolworths.co.nz/shop/product-details/tip-top-trumpet-ice-cream-on-cone-chocolate-440ml,SAVE $3.50
Tip Top Trumpet Ice Cream On Cone Boysenberry 440ml 4 Pack,9.49,5.99,36.9,https://www.woolworths.co.nz/shop/product-details/tip-top-trumpet-ice-cream-on-cone-boysenberry-440ml,SAVE $3.50
Whittaker's Chocolate Jelly Tip 250g,8.49,7.49,11.8,https://www.woolworths.co.nz/shop/product-details/whittaker-s-chocolate-jelly-tip,SAVE $1.00
BabyLove Sleepynights Bed Wetting Pants 4-7 Years 9 Pack,13,11.7,10.0,https://www.woolworths.co.nz/shop/product-details/babylove-sleepynights-bed-wetting-pants-4-7-years,SAVE $1.30
Nestle Bakers' Choice Bits Dark Chocolate 200g,7.69,5.49,28.6,https://www.woolworths.co.nz/shop/product-details/nestle-bakers-choice-bits-dark-chocolate,
Mars Chocolate Sharepack Fun Size 192g,7.59,4.9,35.4,https://www.woolworths.co.nz/shop/product-details/mars-chocolate-sharepack-fun-size,SAVE $2.69
Heartland Chips Nearly Nude Less Salt 150g,3.09,2.5,19.1,https://www.woolworths.co.nz/shop/product-details/heartland-chips-nearly-nude-less-salt,SAVE $0.59
Leggo's Pasta Bake Pasta Sauce Three Cheese 500g,5.29,3.99,24.6,https://www.woolworths.co.nz/shop/product-details/leggo-s-pasta-bake-pasta-sauce-three-cheese,
Meadow Fresh Yoghurt Disney Pouch Mixed Berry 70g,15.45,13.9,10.0,https://www.woolworths.co.nz/shop/product-details/meadow-fresh-yoghurt-disney-pouch-mixed-berry,
Red Bull Energy Drink 4 Pack,9.29,5.99,35.5,https://www.woolworths.co.nz/shop/product-details/red-bull-energy-drink,
Cadbury Chocolate Sharepack Flake 12 Pack,7,5.5,21.4,https://www.woolworths.co.nz/shop/product-details/cadbury-chocolate-sharepack-flake,SAVE $1.50
Only Organic Baby Food Chicken Sweetcorn 120g,2.29,1.8,21.4,https://www.woolworths.co.nz/shop/product-details/only-organic-baby-food-chicken-sweetcorn,SAVE $0.49
Gregg's Peppercorns Whole Black 35g,3.2,2.6,18.8,https://www.woolworths.co.nz/shop/product-details/gregg-s-peppercorns-whole-black,SAVE $0.60
Wattie's Burger Sauce Classic 295mL,6.8,5.8,14.7,https://www.woolworths.co.nz/shop/product-details/wattie-s-burger-sauce-classic,SAVE $1.00
Leggo's Pasta Sauce Roasted Garlic Tomato & Onion 500g,5.29,3.99,24.6,https://www.woolworths.co.nz/shop/product-details/leggo-s-pasta-sauce-roasted-garlic-tomato-onion,
Arnott's Vita Weat Crispbread 9 Grains 250g,4,3.5,12.5,https://www.woolworths.co.nz/shop/product-details/arnott-s-vita-weat-crispbread-9-grains,
Woolworths Baguette Rustic,3.5,3,14.3,https://www.woolworths.co.nz/shop/product-details/woolworths-baguette-rustic,SAVE $0.50
Tasti Protein Bars Salted Caramel 225g,6.89,5.49,20.3,https://www.woolworths.co.nz/shop/product-details/tasti-protein-bars-salted-caramel,SAVE $1.40
Obela Hummus Classic Smooth 220g,5.39,4.5,16.5,https://www.woolworths.co.nz/shop/product-details/obela-hummus-classic-smooth,SAVE $0.89
Pump Water NZ Spring 750mL,2.99,2.5,16.4,https://www.woolworths.co.nz/shop/product-details/pump-water-nz-spring,SAVE $0.49
Mother Earth Cashews Roasted & Salted 400g,13.99,11.9,14.9,https://www.woolworths.co.nz/shop/product-details/mother-earth-cashews-roasted-salted,
Huggies Ultra Dry Nappy Pants Junior Boys 15kg+ Size 6 24 Pack,25,18,28.0,https://www.woolworths.co.nz/shop/product-details/huggies-ultra-dry-nappy-pants-junior-boys-15kg-size-6,SAVE $7.00
Much Moore Awesome Ice Cream Goody Gumdrops 2L,7.99,6.5,18.6,https://www.woolworths.co.nz/shop/product-details/much-moore-awesome-ice-cream-goody-gumdrops,SAVE $1.49
Manuka Doctor Forest Honey 500g,10.99,8.99,18.2,https://www.woolworths.co.nz/shop/product-details/manuka-doctor-forest-honey,SAVE $2.00
Much Moore Ice Cream Awesome Foursome Cravings 2L,7.99,6.5,18.6,https://www.woolworths.co.nz/shop/product-details/much-moore-ice-cream-awesome-foursome-cravings,SAVE $1.49
Kleenex Extra Care Tissues Eucalyptus 95 Pack,3.69,3.3,10.6,https://www.woolworths.co.nz/shop/product-details/kleenex-extra-care-tissues-eucalyptus,SAVE $0.39
Libra Ultra Thin Pads Super With Wings 12 Pack,5.99,4.29,28.4,https://www.woolworths.co.nz/shop/product-details/libra-ultra-thin-pads-super-with-wings,SAVE $1.70
Jif Cream Surface Cleaner Original 500mL,5.1,3.8,25.5,https://www.woolworths.co.nz/shop/product-details/jif-cream-surface-cleaner-original,SAVE $1.30
Kinder Happy Hippo Cocoa Biscuit Multipack 5 Pack,5,3.99,20.2,https://www.woolworths.co.nz/shop/product-details/kinder-happy-hippo-cocoa-biscuit-multipack,SAVE $1.01
Cinderella Potato Flakes Instant Mashed 225g,4.99,4.5,9.8,https://www.woolworths.co.nz/shop/product-details/cinderella-potato-flakes-instant-mashed,SAVE $0.49
Skittles Sweets Cloudz Fruit 120g,6,2.99,1,https://www.woolworths.co.nz/shop/product-details/skittles-sweets-cloudz-fruit,SAVE $3.01
RJ's Licorice Twist Rasberry Chocolate 280g,5.8,4.6,20.7,https://www.woolworths.co.nz/shop/product-details/rj-s-licorice-twist-rasberry-chocolate,SAVE $1.20
Lisa's Hummus Smokey With Garlic 200g,5.19,3.99,23.1,https://www.woolworths.co.nz/shop/product-details/lisa-s-hummus-smokey-with-garlic,
Red Bull Energy Drink Sugar Free 4 Pack,9.29,5.99,35.5,https://www.woolworths.co.nz/shop/product-details/red-bull-energy-drink-sugar-free,
McCoy Fruit Drink Real Cranberry 1L,4.19,3,28.4,https://www.woolworths.co.nz/shop/product-details/mccoy-fruit-drink-real-cranberry,SAVE $1.19
Chef Classic Wet Cat Food Classic Loaf Mixed Selection 12x100g,12,8.99,25.1,https://www.woolworths.co.nz/shop/product-details/chef-classic-wet-cat-food-classic-loaf-mixed-selection,SAVE $3.01
Lea & Perrins Worcestershire Sauce 290mL,6.8,6,11.8,https://www.woolworths.co.nz/shop/product-details/lea-perrins-worcestershire-sauce,SAVE $0.80
